id,university,score, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
3956,University Of Massachusetts Amherst,3.7,CS,Masters,Accepted,I,2015,3.9,166,170,336,5.5,TRUE
3957,UCSD University Of California San Diego,4,CS,Masters,Rejected,I,2016,4,156,167,323,4.5,TRUE
3958,ีUniversity Of Maryland - College Park (UMD),4,CS,Masters,Rejected,I,2016,3.7,156,164,320,3.5,TRUE
3959,NYU,3.4,CS,PhD,Rejected,I,2013,3,142,163,305,3,TRUE
3960,UC Berkeley,5,CS,Masters,Accepted,U,2017,3.91,168,162,330,4,TRUE
3961,North Carolina State,3.1,CS,Masters,Accepted,A,2015,3.7,163,168,331,5.5,TRUE
3962,(SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2018,3.82,155,167,322,4,TRUE
3963,University Of Delaware,2.5,CS,PhD,Accepted,A,2015,3.49,154,159,313,5,TRUE
3964,University Of Arizona,3.1,CS,PhD,Accepted,I,2014,3.7,151,164,315,3.5,TRUE
3965,"University Of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,I,2015,3.6,154,162,316,4,TRUE
3966,Carnagie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.94,163,168,331,4.5,TRUE
3967,Columbia University,4.1,CS,PhD,Rejected,A,2012,3.5,161,159,320,4,TRUE
3968,University Of California Irvine,3.4,CS,PhD,Rejected,I,2014,4,154,164,318,4,TRUE
3969,The University Of Illinois At Urbana-Champaign (UIUC),4.6,CS,Masters,Accepted,A,2017,3.88,160,168,328,5,TRUE
3970,The University Of Southern California (USC),3.7,CS,Masters,Rejected,I,2018,3.37,152,161,313,4,TRUE
3971,University Of Pennsylvania,3.8,CS,Masters,Accepted,I,2015,3.43,167,170,337,3.5,TRUE
3972,"(University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Accepted,I,2017,3.71,153,167,320,4,TRUE
3973,"University Of California, Irvine",3.4,CS,Masters,Accepted,I,2018,3.46,154,170,324,3.5,TRUE
3974,Pennsylvania State University (Penn State - University Park),3.4,CS,Masters,Accepted,I,2016,3.4,150,169,319,4.5,TRUE
3975,UC Davis,3.3,CS,Masters,Accepted,I,2016,3.3,170,155,325,3,TRUE
3976,Syracuse Univeristy,2.5,CS,Masters,Accepted,U,2017,3.6,152,168,320,3.5,TRUE
3977,University California San Diego,4,CS,Masters,Accepted,A,2015,3.6,166,161,327,,TRUE
3978,Northeastern University,3,CS,PhD,Accepted,A,2014,3.7,168,160,328,5,TRUE
3979,MIT,5,CS,PhD,Rejected,I,2013,3.92,154,165,319,3.5,TRUE
3980,Colorado State University,2.4,CS,PhD,Rejected,I,2013,3.96,147,161,308,3.5,TRUE
3981,Columbia University (Fu Foundation School Of Engineering),4.1,CS,Masters,Rejected,I,2018,3.16,160,159,319,,TRUE
3982,Johns Hopkins,3.6,CS,PhD,Rejected,U,2015,4,159,161,320,4,TRUE
3983,University Of Southern California (USC),3.7,CS,PhD,Rejected,U,2013,3.44,150,160,310,4,TRUE
3984,New York University (Tandon),3.4,CS,Masters,Accepted,I,2016,3.5,165,154,319,4,TRUE
3985,The University Of Wisconsin - Madison,4.1,CS,Masters,Accepted,U,2017,3.89,163,169,332,3.5,TRUE
3986,"University Of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,I,2015,3.35,160,170,330,4.5,TRUE
3987,University Of Utah,3.1,CS,Masters,Accepted,I,2018,3,155,168,323,3.5,TRUE
3988,University Of Washington Seattle,4.5,CS,PhD,Accepted,U,2015,3.9,161,164,325,4,TRUE
3989,NYU Poly,3.4,CS,Masters,Accepted,A,2014,2.8,159,161,320,3.5,TRUE
3990,"Arizona State University, Tempe (ASU)",3.1,CS,Masters,Accepted,I,2016,3.5,154,161,315,3.5,TRUE
3991,Georgia Institute Of Technology (GaTech),4.4,CS,PhD,Rejected,I,2017,3.5,167,167,334,4.5,TRUE
3992,"California, Irvine (UCI)",3.4,CS,Masters,Rejected,I,2018,3.42,153,160,313,3.5,TRUE
3993,Carnagie Mellon University (CMU),5,CS,Masters,Accepted,U,2017,3.89,164,169,333,4,TRUE
3994,Northeastern (NEU) Boston,3,CS,Masters,Accepted,I,2017,3.1,165,154,319,4,TRUE
3995,Massachusetts Institute Of Technology,5,CS,PhD,Rejected,I,2015,3.85,152,169,321,3,TRUE
3996,University Of Washington,4.5,CS,PhD,Rejected,A,2013,3.85,169,161,330,4.5,TRUE
3997,Yale,3.7,CS,Masters,Rejected,I,2014,3.8,168,170,338,3.5,TRUE
3998,GaTech,4.4,CS,Masters,Rejected,I,2015,3.48,158,168,326,4,TRUE
3999,UCLA,4.1,CS,Masters,Accepted,A,2015,3.29,160,163,323,4.5,TRUE
4000,Illinois At Urbana-Champaign (UIUC),4.6,CS,Masters,Rejected,I,2016,3.9,155,170,325,4,TRUE
4001,Stanford,5,CS,PhD,Rejected,A,2015,3.81,167,163,330,,TRUE
4002,University Of Wisconsin–Madison,4.1,CS,Masters,Accepted,I,2015,3.9,158,169,327,3.5,TRUE
4003,Northeastern University,3,CS,PhD,Accepted,I,2013,2.9,162,163,325,4,TRUE
4004,"UCSD (University Of California, San Diego)",4,CS,Masters,Accepted,I,2018,3.9,151,170,321,4.5,TRUE
4005,Colorado State (Fort Collins),2.4,CS,Masters,Accepted,I,2016,3.09,154,160,314,3,TRUE
4006,Rice University,3.7,CS,PhD,Rejected,I,2013,3.8,160,167,327,4.5,TRUE
4007,University Of Wisconsin-Madison,4.1,CS,Masters,Rejected,I,2016,3.55,151,165,316,3,TRUE
4008,Carnegie Mellon University Robotics Institute,5,CS,PhD,Rejected,A,2013,3.51,158,163,321,4.5,TRUE
4009,Carnegie Mellon University,5,CS,Masters,Rejected,I,2013,3.84,160,165,325,3,TRUE
4010,"University Of California, Davis",3.3,CS,Masters,Accepted,A,2015,3.3,161,158,319,4.5,TRUE
4011,Carnegie Mellon (CMU),5,CS,PhD,Rejected,I,2012,3.44,150,159,309,4,TRUE
4012,University Of California San Diego (UCSD),4,CS,Masters,Accepted,U,2012,3.97,156,165,321,3.5,TRUE
4013,Stanford University,5,CS,Masters,Accepted,A,2012,3.48,157,167,324,5.5,TRUE
4014,UC Berkeley,5,CS,PhD,Rejected,A,2017,3.5,167,167,334,4,TRUE
4015,UCSD,4,CS,PhD,Rejected,A,2014,3.75,164,163,327,5,TRUE
4016,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2015,3.8,148,170,318,3,TRUE
4017,Columbia,4.1,CS,Masters,Accepted,I,2013,3.58,165,170,335,3.5,TRUE
4018,UC Berkeley,5,CS,PhD,Accepted,U,2017,4.05,158,168,326,5,TRUE
4019,Princeton University,4.4,CS,PhD,Accepted,A,2015,3.4,168,168,336,4.5,TRUE
4020,Georgia Institute Of Technology (Georgia Tech),4.4,CS,Masters,Accepted,A,2012,3.64,155,163,318,4,TRUE
4021,(Arizona State University) ASU Tempe,3.1,CS,Masters,Accepted,A,2018,2.76,161,158,319,4,TRUE
4022,Illinois At Urbana-Champaign (UIUC),4.6,CS,Masters,Accepted,I,2017,4,168,170,338,4.5,TRUE
4023,University Of Southern California,3.7,CS,Masters,Accepted,I,2014,3.76,165,167,332,5.5,TRUE
4024,Carnegie  Mellon University (CMU),5,CS,Masters,Rejected,A,2018,4,161,167,328,5,TRUE
4025,Columbia University,4.1,CS,PhD,Rejected,I,2015,3.8,162,158,320,3.5,TRUE
4026,University Of Utah,3.1,CS,PhD,Rejected,I,2014,3.48,165,150,315,3.5,TRUE
4027,UMass (Amherst),3.7,CS,Masters,Rejected,I,2017,9.99,155,160,315,4,TRUE
4028,Georgia Tech (gatech),4.4,CS,PhD,Accepted,I,2013,4,157,170,327,3,TRUE
4029,University  Of California Riverside.,2.7,CS,Masters,Rejected,I,2012,3.6,158,154,312,2.5,TRUE
4030,NYU Tandon School Of Engineering,3.4,CS,Masters,Accepted,I,2017,3.66,147,169,316,3,TRUE
4031,"University Of California, San Diego",4,CS,PhD,Accepted,A,2015,2.86,155,166,321,4,TRUE
4032,Georgia Institute Of Technology,4.4,CS,Masters,Accepted,I,2014,3.92,154,161,315,4.5,TRUE
4033,The University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2017,3.82,166,170,336,4,TRUE
4034,The University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2016,3.86,161,161,322,4,TRUE
4035,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,3.7,CS,Masters,Accepted,I,2018,8.8,155,168,323,4,TRUE
4036,SUNY - Stony Brook,3.2,CS,Masters,Accepted,I,2013,3.08,147,170,317,2.5,TRUE
4037,Stanford University,5,CS,PhD,Rejected,I,2014,3.5,158,163,321,4,TRUE
4038,"North Carolina State University (NCSU, Raleigh)",3.1,CS,Masters,Accepted,I,2016,8.89,149,170,319,4,TRUE
4039,Massachusetts Institute Of Technology (MIT),5,CS,PhD,Accepted,I,2017,3.98,158,168,326,4,TRUE
4040,Stanford University,5,CS,Masters,Rejected,A,2013,3,157,163,320,4,TRUE
4041,Indiana University-Bloomington,2.9,CS,PhD,Accepted,I,2014,3.67,149,168,317,3.5,TRUE
4042,TAMU (Texas A & M University) College Station,3.1,CS,Masters,Rejected,I,2016,3.6,150,164,314,3,TRUE
4043,University Of Florida (UFL),3,CS,Masters,Rejected,I,2018,3.67,164,169,333,3.5,TRUE
4044,University Of Pennsylvania,3.8,CS,PhD,Accepted,I,2012,3.97,145,159,304,3.5,TRUE
4045,University Of Wisconsin Madison,4.1,CS,PhD,Rejected,U,2014,3.7,157,167,324,3.5,TRUE
4046,"Stony Brook University, NY",3.2,CS,PhD,Accepted,U,2015,3.5,150,165,315,3,TRUE
4047,Brown,3.6,CS,Masters,Rejected,A,2014,3.61,158,163,321,4,TRUE
4048,Columbia University,4.1,CS,Masters,Accepted,U,2014,4,163,168,331,,TRUE
4049,Carnegie  Mellon University (CMU),5,CS,Masters,Rejected,A,2018,3.77,164,161,325,4,TRUE
4050,University Of Texas At Austin (UT Austin),4.3,CS,PhD,Rejected,A,2018,3.26,163,164,327,6,TRUE
4051,Penn State University,3.4,CS,Masters,Rejected,U,2015,3.68,164,169,333,4.5,TRUE
4052,North Carolina State University (NCSU),3.1,CS,PhD,Accepted,A,2012,3.5,167,153,320,4,TRUE
4053,University Of Southern California,3.7,CS,Masters,Accepted,U,2014,3.6,154,163,317,4,TRUE
4054,Northwestern University,3.4,CS,PhD,Rejected,I,2014,3,142,163,305,3.5,TRUE
4055,The University Of Illinois At Urbana-Champaign  UIUC,4.6,CS,PhD,Accepted,U,2016,3.94,170,151,321,3,TRUE
4056,Cornell University,4.5,CS,PhD,Rejected,A,2015,4,156,166,322,4,TRUE
4057,UC Berkeley,5,CS,Masters,Rejected,A,2013,3.7,160,168,328,4.5,TRUE
4058,Univeristy Of California: Irvine,3.4,CS,Masters,Accepted,A,2013,3.04,161,159,320,4,TRUE
4059,UCLA,4.1,CS,Masters,Rejected,I,2014,3.8,153,166,319,,TRUE
4060,Columbia University,4.1,CS,PhD,Rejected,I,2014,3.38,155,164,319,3,TRUE
4061,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,Masters,Rejected,U,2018,3.6,157,170,327,4,TRUE
4062,Harvard  University,4,CS,PhD,Rejected,I,2016,3.7,148,167,315,3,TRUE
4063,Stanford,5,CS,PhD,Rejected,I,2013,4,150,170,320,4,TRUE
4064,UCSD,4,CS,Masters,Accepted,I,2016,3.45,157,170,327,3.5,TRUE
4065,University Of Texas At Austin,4.3,CS,Masters,Accepted,I,2017,3.9,164,167,331,4,TRUE
4066,Carnegie Mellon University,5,CS,PhD,Rejected,I,2013,3.6,158,163,321,4,TRUE
4067,Rutgers University,3.3,CS,PhD,Accepted,I,2015,3.8,154,168,322,4.5,TRUE
4068,Carnagie Mellon University (CMU),5,Other,Masters,Accepted,I,2017,8.47,152,170,322,4,TRUE
4069,UMass Amherst,3.7,CS,Masters,Accepted,U,2013,3.65,163,155,318,4.5,TRUE
4070,Texas A&M;,3.1,CS,Masters,Accepted,A,2015,3.9,170,170,340,,TRUE
4071,"TAMU, College Station",3.1,CS,Masters,Accepted,I,2015,3.5,165,159,324,4,TRUE
4072,"University Of Illinois, Chicago",2.6,CS,Masters,Accepted,I,2014,3.7,153,160,313,4,TRUE
4073,Gatech (Georgia Tech),4.4,CS,Masters,Rejected,I,2016,3.69,163,161,324,3.5,TRUE
4074,TAMU,3.1,CS,PhD,Accepted,U,2017,3.45,152,170,322,3.5,TRUE
4075,"University Of Texas, Austin",4.3,CS,Masters,Rejected,I,2014,3.2,151,167,318,3.5,TRUE
4076,Massaachusetts Institute Of Technology (MIT),5,CS,PhD,Rejected,I,2018,3.4,163,170,333,4,TRUE
4077,Stanford University,5,CS,Masters,Accepted,U,2015,3.86,155,169,324,4.5,TRUE
4078,NYU Poly,3.4,CS,Masters,Accepted,A,2015,3.15,156,158,314,4,TRUE
4079,Brown University,3.6,CS,PhD,Rejected,I,2014,4,160,168,328,4,TRUE
4080,Rutgers,3.3,CS,Masters,Accepted,I,2015,3.13,160,169,329,4,TRUE
4081,The University Of Southern California,3.7,CS,Masters,Accepted,A,2018,3.76,156,168,324,4,TRUE
4082,Brown University,3.6,CS,PhD,Rejected,U,2013,3.77,154,163,317,,TRUE
4083,ีUniversity Of Maryland - College Park,4,CS,Masters,Rejected,I,2016,3.4,155,167,322,4,TRUE
4084,Columbia  University (Fu Foundation),4.1,CS,PhD,Rejected,I,2017,3.93,166,168,334,5,TRUE
4085,Georgia Tech,4.4,CS,Masters,Rejected,I,2014,3.8,153,166,319,,TRUE
4086,University Of Colorado Boulder,3.2,CS,Masters,Accepted,I,2015,3.97,150,168,318,4.5,TRUE
4087,"Northeastern University, Seattle",3,CS,Masters,Accepted,I,2015,3,158,161,319,3.5,TRUE
4088,"University Of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,A,2018,3.54,160,170,330,4.5,TRUE
4089,"University Of California, Los Angeles (UCLA)",4.1,CS,PhD,Accepted,I,2014,3.67,141,169,310,3,TRUE
4090,Brown Univerisity,3.6,CS,Masters,Accepted,I,2016,4,158,167,325,5,TRUE
4091,Stanford University,5,CS,PhD,Rejected,I,2016,3.93,148,167,315,4,TRUE
4092,MIT,5,CS,PhD,Rejected,I,2016,3.88,154,168,322,3.5,TRUE
4093,"University Of Maryland, College Park",4,CS,PhD,Accepted,I,2013,3.67,155,166,321,3,TRUE
4094,Arizona State University,3.1,CS,Masters,Accepted,I,2014,3.5,157,168,325,4.5,TRUE
4095,New York University,3.4,CS,Masters,Accepted,I,2012,3.3,159,163,322,3.5,TRUE
4096,(Arizona State University) ASU,3.1,CS,PhD,Accepted,I,2017,3.87,155,165,320,4,TRUE
4097,New York University (Courant),3.4,CS,PhD,Rejected,A,2017,3.4,166,165,331,4.5,TRUE
4098,Stanford University,5,CS,Masters,Rejected,I,2017,3.9,165,165,330,5.5,TRUE
4099,Harvard (GSAS),4,CS,Masters,Rejected,I,2018,3.69,152,170,322,3.5,TRUE
4100,University Of Illinois At Urbana-Champaign (UIUC),4.6,CS,PhD,Accepted,I,2014,3.92,155,168,323,3.5,TRUE
4101,University Of Washington,4.5,CS,PhD,Rejected,I,2017,3.79,159,170,329,4.5,TRUE
4102,Harvard (Graduate School Of Arts And Sciences),4,CS,PhD,Rejected,A,2018,3.26,163,164,327,6,TRUE
4103,Vanderbilt University,2.8,CS,Masters,Rejected,I,2015,3.14,145,165,310,3,TRUE
4104,Stony Brook University,3.2,CS,PhD,Accepted,I,2013,3.51,154,166,320,5.5,TRUE
4105,Duke University,3.6,CS,PhD,Rejected,A,2014,3.53,163,158,321,4.5,TRUE
4106,ีUniversity Of Southern California,3.7,CS,Masters,Accepted,I,2015,3.5,144,167,311,3,TRUE
4107,Carnegie  Mellon University (CMU),5,CS,PhD,Accepted,A,2018,3.96,162,166,328,4.5,TRUE
4108,University Of Florida (Gainesville),3,CS,PhD,Accepted,A,2018,3.94,154,165,319,4,TRUE
4109,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,Masters,Rejected,I,2017,3.58,163,170,333,4.5,TRUE
4110,New York Univeristy (NYU GSAS),3.4,CS,Masters,Rejected,I,2018,3.63,163,163,326,4,TRUE
4111,?University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,3.98,156,168,324,4.5,TRUE
4112,Washington State University (pullman),2.4,CS,Masters,Accepted,I,2018,3.35,153,157,310,3.5,TRUE
4113,Illinois At Urbana-Champaign (UIUC),4.6,CS,PhD,Accepted,I,2016,3.93,158,170,328,4,TRUE
4114,"University Of Michigan, Ann Arbor",4.2,CS,Masters,Accepted,U,2018,4,159,170,329,4.5,TRUE
4115,Stanford University,5,CS,Masters,Accepted,I,2018,4,166,170,336,5.5,TRUE
4116,Massachusetts Institute Of Technology (MIT),5,CS,PhD,Rejected,A,2013,3.85,161,169,330,4.5,TRUE
4117,The University Of Massachusetts Amherst,3.7,CS,Masters,Accepted,I,2017,3.76,159,159,318,4,TRUE
4118,The University Of Illinois At Urbana-Champaign (UIUC),4.6,CS,Masters,Rejected,I,2016,3.82,159,170,329,4.5,TRUE
4119,UC Riverside,2.7,CS,PhD,Accepted,A,2015,3.44,159,156,315,3,TRUE
4120,University Of North Carolina - Chapel Hill ( UNC - CH ),3.6,CS,PhD,Accepted,A,2014,3.66,167,163,330,5.5,TRUE
4121,Princeton,4.4,CS,PhD,Rejected,I,2017,3.2,162,170,332,3.5,TRUE
4122,University Of Michigan,4.2,CS,PhD,Accepted,I,2014,3.96,148,170,318,3,TRUE
4123,TAMU (Texas A & M University) College Station,3.1,CS,Masters,Rejected,I,2017,4,149,165,314,3.5,TRUE
4124,"University Of California, Riverside",2.7,CS,Masters,Accepted,I,2012,4,160,158,318,,TRUE
4125,"University Of Maryland, College Park",4,CS,Masters,Accepted,I,2016,3.82,170,159,329,4.5,TRUE
4126,NC State University (NCSU),3.1,CS,PhD,Accepted,I,2018,3.3,145,153,298,3,TRUE
4127,University Of Virginia,3.4,CS,Masters,Rejected,I,2015,3.6,164,163,327,3.5,TRUE
4128,Columbia FFSEAS,4.1,CS,Masters,Rejected,I,2017,3.44,159,168,327,5,TRUE
4129,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,3.7,CS,Masters,Accepted,U,2017,3.5,170,149,319,4,TRUE
4130,Carnagie Mellon University,5,CS,PhD,Rejected,U,2017,3.82,160,164,324,4,TRUE
4131,Carnagie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,8.5,157,168,325,3,TRUE
4132,New York Univeristy (NYU) -Tandon,3.4,CS,Masters,Accepted,A,2016,3.64,159,168,327,4,TRUE
4133,"University Of Michigan, Ann Arbor (Umich)",4.2,CS,Masters,Rejected,I,2018,3.4,155,166,321,3.5,TRUE
4134,NCSU (North Carolina State University),3.1,CS,Masters,Accepted,I,2018,3.8,154,170,324,3.5,TRUE
4135,UCSD,4,CS,Masters,Rejected,I,2015,3.88,154,163,317,3.5,TRUE
4136,Cornell University,4.5,CS,Masters,Accepted,U,2015,3.65,156,163,319,4,TRUE
4137,Stanford,5,CS,PhD,Accepted,I,2013,3.72,153,169,322,4,TRUE
4138,Cornell University,4.5,CS,Masters,Accepted,U,2014,3.66,153,163,316,3.5,TRUE
4139,Ohio State (OSU),3.4,CS,PhD,Accepted,I,2017,3.68,156,161,317,3.5,TRUE
4140,Cornell University,4.5,CS,PhD,Rejected,U,2018,3.55,151,167,318,4,TRUE
4141,Stanford University,5,CS,Masters,Rejected,I,2015,3.56,152,169,321,4,TRUE
4142,The University Of Michigan Ann Arbor,4.2,CS,PhD,Rejected,A,2018,3.92,160,169,329,4.5,TRUE
4143,Yale University,3.7,CS,Masters,Rejected,I,2013,3.95,150,170,320,3,TRUE
4144,"University Of California, Berkeley (UCB)",5,CS,Masters,Rejected,I,2017,3.7,153,167,320,3.5,TRUE
4145,CMU,5,CS,PhD,Rejected,I,2013,3,157,162,319,4,TRUE
4146,University Of California San Diego,4,CS,Masters,Accepted,I,2018,3.5,155,168,323,4,TRUE
4147,North Carolina State University,3.1,CS,Masters,Accepted,I,2015,3,160,168,328,3.5,TRUE
4148,Illinois At Urbana Champaign (UIUC),4.6,CS,Masters,Rejected,I,2016,3.61,156,168,324,3,TRUE
4149,Ohio State University,3.4,CS,PhD,Accepted,A,2013,3.63,163,170,333,4.5,TRUE
4150,Columbia University (Fu Foundation SEAS),4.1,CS,Masters,Rejected,A,2018,3.87,151,170,321,4,TRUE
4151,Virginia Tech,3.2,CS,PhD,Accepted,A,2014,4,170,169,339,6,TRUE
4152,Carnegie  Mellon University (CMU),5,CS,Masters,Rejected,I,2016,3.7,152,170,322,3.5,TRUE
4153,Carnagie Mellon University (CMU),5,CS,PhD,Rejected,A,2017,3.6,161,170,331,5,TRUE
4154,"UCSD (University Of California, San Diego)",4,CS,PhD,Accepted,I,2016,3.97,169,170,339,4,TRUE
4155,University Of Wisconsin-Madison,4.1,CS,PhD,Accepted,I,2015,4,158,170,328,4,TRUE
4156,UT Austin,4.3,CS,Masters,Rejected,I,2015,3.9,152,166,318,,TRUE
4157,CMU,5,CS,PhD,Accepted,I,2015,3.8,145,165,310,2.5,TRUE
4158,ีUniversity Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,3.5,158,167,325,4.5,TRUE
4159,University Of Pennsylvania,3.8,CS,PhD,Rejected,A,2015,3.7,160,170,330,4,TRUE
4160,GaTech (Georgia Institute Of Technology),4.4,CS,PhD,Accepted,U,2018,3.4,163,170,333,4,TRUE
4161,Columbia  University,4.1,CS,Masters,Accepted,I,2018,3.8,155,170,325,4.5,TRUE
4162,Columbia Univercity,4.1,Other,Masters,Accepted,U,2017,3.98,157,170,327,3.5,TRUE
4163,Michigan State Universit,2.9,CS,PhD,Rejected,I,2013,3.45,152,162,314,3.5,TRUE
4164,University Of Pennsylvania,3.8,Other,Masters,Rejected,I,2013,3.87,153,164,317,3.5,TRUE
4165,"University Of Minnesota, Twin Cities",3.5,CS,Masters,Rejected,I,2015,3.5,140,160,300,3,TRUE
4166,"University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Accepted,I,2015,3.5,158,162,320,4,TRUE
4167,Georgia Institute Of Technology (GA Tech),4.4,CS,Masters,Accepted,A,2015,3.9,152,160,312,4,TRUE
4168,UCSD,4,CS,Masters,Accepted,I,2017,3.88,163,170,333,4,TRUE
4169,University Of Illinois At Urbana-Champaign,4.6,CS,Masters,Accepted,I,2017,4,159,168,327,5,TRUE
4170,University Of Colorado Boulder,3.2,CS,Masters,Accepted,I,2015,3,154,164,318,3.5,TRUE
4171,Columbia University (Fu Foundation School Of Engineering),4.1,CS,PhD,Accepted,U,2017,3.98,165,170,335,4,TRUE
4172,University Of Washington,4.5,CS,PhD,Rejected,U,2013,3.55,166,165,331,4,TRUE
4173,Carnegie  Mellon University (CMU),5,CS,Masters,Accepted,A,2018,4,168,168,336,5,TRUE
4174,University Of Washington,4.5,CS,PhD,Accepted,A,2017,3.99,164,169,333,5,TRUE
4175,University Of Washington,4.5,CS,PhD,Rejected,A,2014,4,162,170,332,4,TRUE
4176,University Of California San Diego (UCSD),4,CS,Masters,Accepted,I,2018,3.73,169,147,316,3.5,TRUE
4177,University Of California Santa Cruz,2.8,CS,Masters,Rejected,I,2016,3,150,167,317,3,TRUE
4178,Stanford,5,CS,PhD,Accepted,I,2016,4,169,157,326,4,TRUE
4179,Carnege Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.2,162,166,328,4,TRUE
4180,University Of Chicago,3.4,Other,Masters,Rejected,U,2015,3.2,145,170,315,3.5,TRUE
4181,New York University GSAS,3.4,CS,Masters,Accepted,I,2018,3.46,154,170,324,3.5,TRUE
4182,New York University (NYU),3.4,CS,PhD,Accepted,A,2013,3.99,167,164,331,4.5,TRUE
4183,Carnegie Mellon,5,CS,Masters,Rejected,A,2016,3.82,156,167,323,4,TRUE
4184,NYU Courant (GSAS),3.4,CS,Masters,Accepted,I,2018,3.46,157,170,327,3.5,TRUE
4185,"University Of Colorado, Boulder",3.2,CS,Masters,Accepted,I,2015,3.7,159,165,324,5,TRUE
4186,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,Masters,Accepted,A,2018,3.77,164,161,325,4,TRUE
4187,Carnegie Mellon University,5,CS,Masters,Rejected,A,2015,3.6,161,168,329,3.5,TRUE
4188,Northeastern University (NEU),3,CS,Masters,Accepted,I,2018,3.7,166,168,334,5,TRUE
4189,Massachusetts Institute Of Technology (MIT),5,CS,PhD,Accepted,I,2016,3.9,162,170,332,5,TRUE
4190,ีUniversity Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,9.17,150,162,312,3.5,TRUE
4191,University Of Southern California,3.7,CS,PhD,Accepted,I,2015,3.7,170,170,340,5,TRUE
4192,Purdue - West Lafayette,3.7,CS,PhD,Accepted,I,2016,3.8,166,170,336,4.5,TRUE
4193,Carnegie Mellon University(CMU),5,CS,Masters,Rejected,I,2017,3.85,167,166,333,5,TRUE
4194,University Of Illinois At Urbana-Champaign,4.6,CS,Masters,Accepted,I,2015,3.9,158,169,327,3.5,TRUE
4195,Stanford,5,CS,PhD,Rejected,A,2016,3.87,162,170,332,4,TRUE
4196,UC Santa Cruz (UCSC),2.8,CS,PhD,Accepted,I,2016,3.2,155,162,317,4,TRUE
4197,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,Masters,Accepted,I,2018,4,161,161,322,4.5,TRUE
4198,Princeton University,4.4,CS,PhD,Rejected,I,2014,4,160,168,328,4,TRUE
4199,UCLA,4.1,CS,Masters,Accepted,I,2014,3.2,154,164,318,3,TRUE
4200,UC Berkeley,5,CS,Masters,Accepted,A,2017,3.72,169,165,334,,TRUE
4201,University Of Washington,4.5,CS,PhD,Rejected,A,2013,3.9,168,156,324,4.5,TRUE
4202,University Of California Irvine (UCI),3.4,CS,Masters,Accepted,I,2016,3.52,154,170,324,3,TRUE
4203,ีUniversity Of Maryland - College Park,4,CS,Masters,Rejected,I,2016,3.86,159,167,326,5,TRUE
4204,UC Berkeley,5,CS,PhD,Accepted,A,2013,3.89,162,168,330,5,TRUE
4205,Princeton University,4.4,CS,PhD,Accepted,U,2018,3.6,158,165,323,4,TRUE
4206,Gatech,4.4,CS,Masters,Accepted,I,2015,3.73,144,161,305,3.5,TRUE
4207,"University Of Massachusetts, Amherst",3.7,CS,Masters,Accepted,I,2015,3.84,166,168,334,5.5,TRUE
4208,Gatech,4.4,CS,PhD,Rejected,I,2015,3.4,155,168,323,3,TRUE
4209,University Of Illinois At Urbana-Champaign (UIUC),4.6,CS,Masters,Accepted,I,2014,3.82,150,162,312,3.5,TRUE
