id,university,ranking, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
2567,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2015,3.5,159,165,324,4,TRUE
2568,Ohio State University (OSU),3.4,CS,PhD,Rejected,I,2018,3.5,160,163,323,3.5,TRUE
2569,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2016,3.9,168,168,336,4,TRUE
2570,North Carolina State University,3.1,CS,Masters,Rejected,I,2014,3.82,151,158,309,4,TRUE
2571,University Of Washington,4.5,CS,PhD,Rejected,A,2017,3.69,162,168,330,4.5,TRUE
2572,Northwestern University,3.4,CS,PhD,Rejected,I,2016,3.74,154,163,317,3.5,TRUE
2573,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,A,2018,3.42,165,169,334,5,TRUE
2574,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2017,4,149,168,317,3,TRUE
2575,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,U,2018,3.6,164,162,326,4.5,TRUE
2576,Cornell University,4.5,CS,Masters,Rejected,U,2018,3.77,161,166,327,4,TRUE
2577,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,PhD,Accepted,I,2012,3.66,166,144,310,3,TRUE
2578,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2015,3.87,155,170,325,3,TRUE
2579,Yale University,3.7,CS,PhD,Rejected,I,2015,3.56,147,166,313,4,TRUE
2580,Stanford University,5,CS,Masters,Accepted,A,2013,3.85,164,162,326,4.5,TRUE
2581,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Rejected,I,2015,3.5,149,162,311,3,TRUE
2582,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2016,3.7,167,170,337,4,TRUE
2583,University Of Washington,4.5,CS,PhD,Accepted,I,2012,4,163,166,329,3.5,TRUE
2584,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Rejected,I,2017,3.5,160,170,330,3,TRUE
2585,Northeastern University (NEU),3,CS,PhD,Accepted,I,2018,3.78,157,170,327,4,TRUE
2586,New York University (NYU),3.4,CS,Masters,Accepted,A,2017,3.03,165,162,327,4.5,TRUE
2587,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,A,2018,3.81,163,164,327,5.5,TRUE
2588,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2014,3.35,154,168,322,4,TRUE
2589,Cornell University,4.5,CS,PhD,Rejected,A,2018,3.9,163,161,324,4.5,TRUE
2590,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,A,2015,3.8,153,170,323,3.5,TRUE
2591,Northeastern University (NEU),3,CS,Masters,Rejected,I,2016,3.35,143,157,300,3,TRUE
2592,Syracuse University,2.5,CS,Masters,Accepted,I,2015,3.4,158,166,324,5.5,TRUE
2593,University Of Maryland,4,CS,PhD,Accepted,A,2014,4,157,165,322,4,TRUE
2594,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2018,3.32,153,170,323,3.5,TRUE
2595,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2013,3.9,160,170,330,3,TRUE
2596,"University Of California, Irvine",3.4,CS,PhD,Rejected,I,2015,3.65,159,165,324,3.5,TRUE
2597,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2017,4,161,164,325,4,TRUE
2598,Columbia University,4.1,CS,Masters,Accepted,A,2012,3.87,168,161,329,5.5,TRUE
2599,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,U,2018,3.5,162,169,331,5,TRUE
2600,Case Western Reserve University,5,CS,Masters,Accepted,A,2015,2.96,159,156,315,4,TRUE
2601,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Rejected,U,2017,4,166,169,335,5.5,TRUE
2602,University Of Wisconsin - Madison,4.1,CS,Masters,Accepted,I,2015,3.6,162,160,322,4,TRUE
2603,University Of Maryland,4,CS,Masters,Rejected,I,2016,3.79,153,163,316,3.5,TRUE
2604,Arizona State University (ASU),3.1,CS,Masters,Rejected,I,2018,3.11,157,164,321,4,TRUE
2605,Columbia University,4.1,CS,Masters,Rejected,U,2018,3.78,157,167,324,4,TRUE
2606,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Rejected,I,2012,3.76,148,168,316,3.5,TRUE
2607,"University Of California, Berkeley",5,CS,PhD,Accepted,A,2015,3.9,156,164,320,6,TRUE
2608,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2012,4,160,169,329,4.5,TRUE
2609,Stanford University,5,CS,PhD,Rejected,A,2015,3.7,160,168,328,4.5,TRUE
2610,Texas A&M,3.1,CS,PhD,Accepted,A,2015,4,168,161,329,4.5,TRUE
2611,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2016,3.6,160,164,324,4,TRUE
2612,University Of Washington,4.5,CS,PhD,Rejected,A,2013,3.9,156,168,324,4.5,TRUE
2613,Stanford University,5,CS,PhD,Rejected,A,2018,3.26,163,164,327,6,TRUE
2614,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,A,2018,3.54,160,170,330,4.5,TRUE
2615,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,U,2016,3.93,152,170,322,3.5,TRUE
2616,University Of Maryland,4,CS,Masters,Rejected,I,2018,3.63,163,163,326,4,TRUE
2617,North Carolina State University,3.1,CS,PhD,Accepted,A,2012,3.5,167,153,320,4,TRUE
2618,New York University (NYU),3.4,CS,Masters,Rejected,U,2017,3.5,141,170,311,3,TRUE
2619,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2018,3.51,164,165,329,4.5,TRUE
2620,"University Of California, Irvine",3.4,CS,Masters,Accepted,I,2015,3.75,154,167,321,3.5,TRUE
2621,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Rejected,I,2018,3.73,169,147,316,3.5,TRUE
2622,"University Of California, Berkeley",5,CS,PhD,Accepted,I,2013,3.93,165,169,334,3.5,TRUE
2623,University of Texas at Austin,4.3,CS,Masters,Accepted,A,2013,3.81,168,164,332,5.5,TRUE
2624,"University Of California, Berkeley",5,CS,Masters,Rejected,I,2017,3.63,151,170,321,3.5,TRUE
2625,University of Florida (UF),3,CS,Masters,Accepted,I,2016,3.6,149,167,316,3.5,TRUE
2626,Princeton University,4.4,CS,PhD,Rejected,I,2016,3.58,158,170,328,4,TRUE
2627,University Of Southern California (USC),3.7,CS,Masters,Rejected,I,2014,3.4,159,164,323,4.5,TRUE
2628,"University Of California, Berkeley",5,CS,PhD,Rejected,A,2013,3.9,156,168,324,4.5,TRUE
2629,North Carolina State University,3.1,CS,Masters,Accepted,I,2015,3.7,156,168,324,4,TRUE
2630,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,A,2016,3.99,165,166,331,4,TRUE
2631,Arizona State University (ASU),3.1,CS,PhD,Accepted,I,2014,3.43,146,164,310,3,TRUE
2632,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2017,4,153,163,316,3.5,TRUE
2633,"University Of Minnesota, Twin Cities",3.5,CS,PhD,Accepted,I,2018,3.95,156,168,324,4,TRUE
2634,Ohio State University (OSU),3.4,CS,PhD,Accepted,I,2015,3.84,168,166,334,5.5,TRUE
2635,University of Oregon,2.6,CS,Masters,Accepted,A,2017,3.7,159,166,325,4.5,TRUE
2636,University Of Maryland,4,CS,Masters,Accepted,A,2017,3.88,160,168,328,5,TRUE
2637,University of Texas at Austin,4.3,CS,Masters,Rejected,I,2016,3.5,153,166,319,3,TRUE
2638,"University Of California, Riverside",2.7,CS,Masters,Accepted,A,2015,3.8,160,155,315,5,TRUE
2639,"University Of California, Berkeley",5,CS,PhD,Accepted,I,2017,3.75,150,166,316,5.5,TRUE
2640,Pennsylvania State University (Penn State),3.4,CS,PhD,Rejected,I,2014,3.51,150,165,315,3.5,TRUE
2641,Texas A&M,3.1,CS,PhD,Accepted,U,2017,3.45,152,170,322,3.5,TRUE
2642,"University Of California, Berkeley",5,CS,PhD,Accepted,I,2014,3.91,157,170,327,4,TRUE
2643,Princeton University,4.4,CS,PhD,Rejected,I,2016,3.65,156,161,317,3.5,TRUE
2644,University of Pennsylvania (UPenn),3.8,CS,Masters,Rejected,I,2015,3.3,156,164,320,4,TRUE
2645,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,A,2017,3.99,161,170,331,4,TRUE
2646,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Accepted,U,2018,4,133,170,303,4,TRUE
2647,"University Of California, Berkeley",5,CS,Masters,Rejected,I,2017,3.85,167,166,333,5,TRUE
2648,Oregon State University,2.5,CS,PhD,Rejected,I,2015,3.11,149,167,316,3,TRUE
2649,Washington State University,2.4,CS,PhD,Accepted,U,2017,3.97,145,168,313,3,TRUE
2650,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2018,3.6,167,154,321,4,TRUE
2651,University Of Maryland,4,CS,Masters,Rejected,I,2018,3.37,152,161,313,4,TRUE
2652,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,I,2016,3.8,166,170,336,5,TRUE
2653,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,A,2012,3.91,158,164,322,4.5,TRUE
2654,Ohio State University (OSU),3.4,CS,PhD,Accepted,I,2015,3.1,155,164,319,5,TRUE
2655,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,A,2018,3.8,163,170,333,5,TRUE
2656,Purdue University,3.7,CS,Masters,Accepted,A,2017,3.88,160,168,328,5,TRUE
2657,Rice University,3.7,CS,PhD,Accepted,I,2017,3.12,150,168,318,3.5,TRUE
2658,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2017,3.92,157,169,326,4,TRUE
2659,Columbia University,4.1,CS,Masters,Rejected,A,2016,3.6,164,164,328,4,TRUE
2660,University of Texas at Austin,4.3,CS,PhD,Rejected,A,2017,4,164,167,331,4.5,TRUE
2661,Northwestern University,3.4,CS,PhD,Rejected,I,2013,3.92,154,165,319,3.5,TRUE
2662,Cornell University,4.5,CS,PhD,Rejected,I,2013,3.6,158,163,321,4,TRUE
2663,Johns Hopkins University (JHU),3.6,CS,PhD,Rejected,I,2014,3.6,147,164,311,3,TRUE
2664,Pennsylvania State University (Penn State),3.4,CS,Masters,Accepted,I,2015,3.4,147,157,304,3.5,TRUE
2665,New York University (NYU),3.4,CS,PhD,Rejected,U,2014,3.7,170,160,330,4.5,TRUE
2666,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,I,2018,3.4,155,166,321,3.5,TRUE
2667,University Of Wisconsin - Madison,4.1,CS,PhD,Accepted,A,2013,3.84,160,164,324,5,TRUE
2668,"University Of California, San Diego (UCSD)",4,CS,PhD,Accepted,I,2018,3.75,141,156,297,4,TRUE
2669,Washington University St Louis,3,CS,PhD,Rejected,U,2015,3.95,153,163,316,4,TRUE
2670,University of Pennsylvania (UPenn),3.8,CS,PhD,Rejected,U,2016,3.01,155,168,323,4,TRUE
2671,New York University (NYU),3.4,CS,Masters,Accepted,A,2015,3.9,152,160,312,4,TRUE
2672,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2017,3.79,159,170,329,4.5,TRUE
2673,University of Texas at Austin,4.3,CS,PhD,Rejected,I,2016,3.92,149,166,315,4,TRUE
2674,Harvard University,4,CS,Masters,Rejected,A,2014,3.71,158,163,321,4,TRUE
2675,Cornell University,4.5,CS,PhD,Rejected,A,2018,3.9,165,170,335,5,TRUE
2676,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,A,2012,3.73,163,164,327,5,TRUE
2677,University Of Maryland,4,CS,PhD,Accepted,A,2015,3.97,166,170,336,5,TRUE
2678,Ohio State University (OSU),3.4,CS,Masters,Rejected,I,2016,3.92,140,155,295,3,TRUE
2679,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.2,162,166,328,4,TRUE
2680,"University Of California, Berkeley",5,CS,PhD,Accepted,I,2017,4,165,165,330,5,TRUE
2681,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,A,2015,3.22,167,167,334,5,TRUE
2682,University Of Washington,4.5,CS,Masters,Accepted,I,2017,3.5,150,160,310,3.5,TRUE
2683,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2016,3.63,152,170,322,3,TRUE
2684,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2015,3.67,160,167,327,5,TRUE
2685,"University Of California, Irvine",3.4,CS,Masters,Accepted,U,2018,3.55,167,153,320,3,TRUE
2686,"University Of California, Berkeley",5,CS,PhD,Accepted,A,2015,3.85,166,170,336,5,TRUE
2687,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,U,2018,3.9,151,168,319,3,TRUE
2688,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2016,3.86,159,167,326,5,TRUE
2689,"University Of California, Berkeley",5,CS,PhD,Accepted,A,2016,3.9,160,163,323,6,TRUE
2690,"University of North Carolina, Chapel Hill (UNC)",3.6,CS,PhD,Accepted,A,2012,3.3,163,164,327,4,TRUE
2691,University Of Washington,4.5,CS,PhD,Rejected,A,2013,3.88,169,170,339,4.5,TRUE
2692,Stanford University,5,CS,PhD,Accepted,A,2017,4,169,170,339,5,TRUE
2693,Purdue University,3.7,CS,PhD,Accepted,I,2013,3.56,146,162,308,3,TRUE
2694,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Rejected,I,2016,3.5,152,170,322,3.5,TRUE
2695,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2015,3.86,150,170,320,3.5,TRUE
2696,Cornell University,4.5,CS,PhD,Accepted,I,2013,3.92,165,170,335,3.5,TRUE
2697,University Of Washington,4.5,CS,PhD,Rejected,A,2014,4,167,165,332,5.5,TRUE
2698,University of Utah,3.1,CS,PhD,Accepted,I,2016,3.72,159,164,323,4.5,TRUE
2699,Johns Hopkins University (JHU),3.6,CS,Masters,Accepted,U,2018,3.88,158,170,328,4,TRUE
2700,University Of California Los Angeles (UCLA),4.1,CS,Masters,Rejected,I,2018,3.57,162,167,329,4,TRUE
2701,University Of Washington,4.5,CS,PhD,Rejected,A,2017,3.65,167,162,329,5,TRUE
2702,Princeton University,4.4,CS,Masters,Rejected,I,2015,3.78,170,157,327,3.5,TRUE
2703,Harvard University,4,CS,PhD,Accepted,U,2016,3.75,157,167,324,4.5,TRUE
2704,Northeastern University (NEU),3,CS,PhD,Accepted,I,2016,3,152,165,317,4,TRUE
2705,University of Kansas,2.2,CS,Masters,Accepted,I,2013,3.97,162,167,329,5.5,TRUE
2706,University of Florida (UF),3,CS,Masters,Accepted,I,2016,3,160,166,326,4.5,TRUE
2707,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,A,2013,2.9,161,166,327,5,TRUE
2708,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Accepted,A,2018,3.84,159,164,323,5,TRUE
2709,Princeton University,4.4,CS,PhD,Accepted,A,2015,3.97,166,168,334,4,TRUE
2710,"University of California, Santa Cruz (UCSC)",2.8,CS,Masters,Rejected,I,2015,3,156,153,309,4,TRUE
2711,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,U,2018,3.92,162,170,332,4.5,TRUE
2712,University Of Kentucky,2.2,CS,PhD,Accepted,I,2015,3.47,145,161,306,3,TRUE
2713,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,Masters,Accepted,A,2018,3.42,165,169,334,5,TRUE
2714,Washington University St Louis,3,CS,PhD,Rejected,I,2014,3.4,154,169,323,4,TRUE
2715,Stanford University,5,CS,Masters,Rejected,I,2015,3.56,152,169,321,4,TRUE
2716,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Accepted,I,2018,3.94,163,168,331,4.5,TRUE
2717,Ohio State University (OSU),3.4,CS,Masters,Accepted,I,2017,3.6,152,168,320,4,TRUE
2718,Princeton University,4.4,CS,PhD,Rejected,U,2018,3.55,151,167,318,4,TRUE
2719,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2015,3.8,156,168,324,4,TRUE
2720,"University Of California, San Diego (UCSD)",4,CS,PhD,Rejected,I,2014,3.76,141,161,302,3,TRUE
2721,Cornell University,4.5,CS,PhD,Rejected,U,2018,3.55,151,167,318,4,TRUE
2722,University Of Washington,4.5,CS,PhD,Rejected,I,2014,3.77,159,164,323,4.5,TRUE
2723,Ohio State University (OSU),3.4,CS,Masters,Rejected,I,2018,3.2,154,167,321,3.5,TRUE
2724,University Of Southern California (USC),3.7,CS,Masters,Accepted,U,2017,3.81,158,170,328,4,TRUE
2725,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,I,2015,3.92,160,168,328,4.5,TRUE
2726,Princeton University,4.4,CS,Masters,Rejected,I,2017,3.8,149,151,300,4.5,TRUE
2727,Arizona State University (ASU),3.1,CS,PhD,Rejected,I,2012,3.4,163,152,315,3,TRUE
2728,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,A,2014,3.81,162,162,324,5.5,TRUE
2729,"University Of California, Irvine",3.4,CS,Masters,Rejected,I,2018,3.97,154,167,321,4,TRUE
2730,Princeton University,4.4,CS,Masters,Accepted,A,2013,3.8,170,170,340,4,TRUE
2731,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Rejected,I,2015,3.24,155,165,320,3.5,TRUE
2732,"University of California, Santa Cruz (UCSC)",2.8,CS,Masters,Accepted,I,2013,3.23,158,160,318,4,TRUE
2733,"University Of California, Riverside",2.7,CS,PhD,Accepted,A,2018,3.71,151,162,313,4,TRUE
2734,University of Utah,3.1,CS,PhD,Accepted,I,2015,3.7,149,165,314,3,TRUE
2735,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2016,3.46,154,157,311,3.5,TRUE
2736,University of Texas at Austin,4.3,CS,PhD,Accepted,I,2017,2.92,170,159,329,3.5,TRUE
2737,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Rejected,I,2016,3,154,167,321,3.5,TRUE
2738,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2014,3.88,152,164,316,2.5,TRUE
2739,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2016,4,163,165,328,5,TRUE
2740,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2017,3.6,153,163,316,4,TRUE
2741,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,3.91,153,163,316,4.5,TRUE
2742,Purdue University,3.7,CS,Masters,Rejected,I,2015,3.5,156,169,325,3.5,TRUE
2743,Oregon State University,2.5,CS,PhD,Accepted,I,2015,3.84,149,162,311,3.5,TRUE
2744,"University Of California, Berkeley",5,CS,Masters,Rejected,I,2016,3.6,156,168,324,4,TRUE
2745,Princeton University,4.4,CS,PhD,Rejected,A,2015,3.8,162,161,323,4,TRUE
2746,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2016,3.8,161,170,331,4,TRUE
2747,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2017,3.68,154,170,324,4,TRUE
2748,Northeastern University (NEU),3,CS,Masters,Accepted,I,2015,4,170,158,328,4,TRUE
2749,Purdue University,3.7,CS,PhD,Accepted,I,2016,3.92,149,166,315,4,TRUE
2750,Princeton University,4.4,CS,PhD,Accepted,I,2013,3.6,148,163,311,4,TRUE
2751,North Carolina State University,3.1,CS,Masters,Accepted,I,2014,3.96,163,167,330,4.5,TRUE
2752,New York University (NYU),3.4,CS,Masters,Rejected,I,2018,3.3,151,168,319,4,TRUE
2753,Stanford University,5,CS,Masters,Rejected,I,2018,3.93,166,168,334,5,TRUE
2754,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Accepted,I,2013,3.84,160,165,325,3,TRUE
2755,Princeton University,4.4,CS,Masters,Rejected,I,2017,3.83,159,165,324,3,TRUE
2756,Columbia University,4.1,CS,PhD,Rejected,I,2014,3.38,155,164,319,3,TRUE
2757,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Accepted,A,2013,3.85,164,162,326,4.5,TRUE
2758,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,I,2016,3.4,157,165,322,3,TRUE
2759,University Of Washington,4.5,CS,PhD,Rejected,I,2015,3.65,152,164,316,3,TRUE
2760,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2015,3.72,155,167,322,4,TRUE
2761,University Of Washington,4.5,CS,PhD,Rejected,U,2016,3.71,161,160,321,4,TRUE
2762,University Of Washington,4.5,CS,PhD,Accepted,U,2015,4,152,170,322,4,TRUE
2763,University Of Virginia (UVA),3.4,CS,PhD,Rejected,I,2015,1.91,160,163,323,3,TRUE
2764,Rutgers Univeresity,3.3,CS,PhD,Rejected,I,2014,3.57,154,164,318,3,TRUE
2765,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,U,2018,3.6,158,165,323,4,TRUE
2766,Harvard University,4,CS,Masters,Rejected,I,2018,3.82,151,164,315,3,TRUE
2767,Columbia University,4.1,CS,Masters,Accepted,A,2015,3.66,167,163,330,5,TRUE
2768,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,A,2017,3.95,164,166,330,3.5,TRUE
2769,University of Texas at Austin,4.3,CS,Masters,Rejected,A,2018,3.49,157,162,319,4,TRUE
2770,Harvard University,4,CS,PhD,Rejected,A,2016,3.52,167,164,331,4,TRUE
2771,"University Of California, Irvine",3.4,CS,PhD,Accepted,U,2016,3.6,156,163,319,4,TRUE
2772,Texas A&M,3.1,CS,Masters,Rejected,I,2017,3.86,155,167,322,4,TRUE
2773,University of Texas at Austin,4.3,CS,PhD,Accepted,A,2017,4,170,161,331,4.5,TRUE
2774,New York University (NYU),3.4,CS,Masters,Rejected,I,2018,3.5,160,163,323,3.5,TRUE
2775,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Rejected,I,2016,3.71,153,162,315,4,TRUE
2776,Purdue University,3.7,CS,Masters,Accepted,I,2016,3.77,166,169,335,4,TRUE
2777,Columbia University,4.1,CS,Masters,Accepted,A,2014,3.86,170,164,334,4.5,TRUE
2778,University of Texas at Austin,4.3,CS,PhD,Rejected,I,2018,3.98,152,169,321,3.5,TRUE
2779,Columbia University,4.1,CS,Masters,Accepted,I,2015,3.88,168,162,330,3.5,TRUE
2780,University of Texas at Austin,4.3,CS,PhD,Rejected,I,2018,3.9,158,170,328,3.5,TRUE
2781,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2015,2.95,152,163,315,3,TRUE
2782,University of Utah,3.1,CS,Masters,Accepted,I,2018,3.4,163,155,318,4,TRUE
2783,Brown University,3.6,CS,PhD,Rejected,U,2013,3.93,149,169,318,4,TRUE
2784,Northeastern University (NEU),3,CS,PhD,Accepted,A,2017,3.93,162,165,327,5,TRUE
2785,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2012,3.65,152,167,319,3.5,TRUE
2786,Columbia University,4.1,CS,Masters,Rejected,A,2018,3.2,155,161,316,4,TRUE
2787,University Of Wisconsin - Madison,4.1,CS,Masters,Accepted,U,2017,3.89,163,169,332,3.5,TRUE
2788,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,A,2015,3.22,170,159,329,4,TRUE
2789,University Of Maryland,4,CS,PhD,Rejected,I,2016,3.74,158,168,326,4.5,TRUE
2790,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2016,3.73,160,167,327,5,TRUE
2791,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,U,2017,3.69,168,158,326,3.5,TRUE
2792,"University Of Minnesota, Twin Cities",3.5,CS,Masters,Accepted,I,2017,3.52,157,170,327,5,TRUE
2793,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2016,3.9,166,170,336,5,TRUE
2794,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,A,2015,3.74,146,157,303,3.5,TRUE
2795,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Accepted,A,2016,3.96,166,170,336,4.5,TRUE
2796,"University Of Colorado, Boulder",3.2,CS,PhD,Accepted,A,2013,3.16,170,162,332,4,TRUE
2797,Yale University,3.7,CS,PhD,Rejected,I,2014,4,160,168,328,4,TRUE
2798,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2018,3.76,156,168,324,4,TRUE
2799,University of Utah,3.1,CS,Masters,Accepted,I,2014,3.95,163,166,329,3.5,TRUE
2800,University of Utah,3.1,CS,PhD,Accepted,I,2013,3.5,161,154,315,3.5,TRUE
2801,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2016,3.04,150,170,320,3.5,TRUE
2802,Rutgers Univeresity,3.3,CS,Masters,Accepted,I,2015,3.5,156,169,325,3.5,TRUE
2803,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2017,3.67,156,165,321,4,TRUE
2804,New York University (NYU),3.4,CS,Masters,Accepted,A,2015,3.9,152,160,312,4,TRUE
